state_code,city,name,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
CA,Santa Barbara,SendMeHome.com,7/1/2008,6/4/2012,7/1/2008,7/1/2008,0.0,0.0,0.737,1,50000,1,1,0,0,0,0,games_video,0,1,0,0,0,0,2.0,0,closed
CA,Palo Alto,Q-magic,2/1/2007,11/29/2011,1/1/2007,1/1/2007,-0.0849,-0.0849,,1,650000,0,1,0,0,0,0,public_relations,0,1,0,0,0,0,1.0,0,closed
CA,Los Angeles,Geodelic Systems,1/1/2008,1/1/2011,12/1/2008,9/23/2010,0.9178,2.7288,2.4164,3,10500000,3,1,0,0,0,0,mobile,1,0,1,1,0,0,2.0,1,closed
CA,Santa Monica,BlockBeacon,1/1/2012,,6/21/2012,6/21/2012,0.4712,0.4712,0.0,1,500000,2,1,0,0,0,0,web,0,1,0,0,0,0,1.0,0,acquired
CA,Mountain View,PostPath,1/1/2003,,12/7/2004,1/16/2007,1.9342,4.0438,2.0027,2,24300000,3,1,0,0,0,0,web,0,0,0,1,1,0,2.5,1,acquired
CA,Santa Clara,Attune Systems,1/1/1999,2/12/2009,6/27/2006,11/14/2006,7.4904,7.874,7.0055,2,18000000,1,1,0,0,0,0,hardware,1,0,0,1,0,0,4.0,1,closed
CA,San Francisco,TokBox,5/1/2007,,12/26/2007,11/15/2010,0.6548,3.5452,3.8438,3,26000000,5,1,0,0,0,0,messaging,0,0,1,1,1,0,3.6667,1,acquired
CA,Mountain View,Avega Systems,1/1/2005,1/1/2012,4/1/2007,1/13/2010,2.2466,5.0356,,2,9500000,0,1,0,0,0,0,hardware,1,0,0,1,0,0,3.0,1,closed
MD,Columbia,Heartscape,1/1/2000,10/15/2009,4/24/2007,4/24/2007,7.3151,7.3151,5.0055,1,16980999,1,0,0,0,0,1,biotech,0,0,0,1,0,0,1.0,1,acquired
CA,Mountain View,PeerMe,1/1/2004,2/3/2009,1/1/2005,1/1/2005,1.0027,1.0027,1.1644,1,5000000,2,1,0,0,0,0,games_video,0,0,1,0,0,0,3.0,0,closed
WA,SPOKANE,Pacinian,4/1/2007,1/1/2012,12/1/2008,12/1/2008,1.6712,1.6712,,1,350000,0,0,0,0,0,1,hardware,1,0,0,0,0,0,1.0,0,closed
MA,Burlington,neoSaej,1/1/2006,6/1/2013,3/29/2007,12/21/2010,1.2384,4.9726,1.0,5,13130000,1,0,0,1,0,0,web,1,0,1,0,0,0,2.0,1,closed
WA,Seattle,Kiha Software,1/1/2008,8/1/2011,10/28/2010,10/28/2010,2.8247,2.8247,0.0,1,20000000,2,0,0,0,0,1,software,0,0,1,0,0,0,1.0,0,closed
MA,Cambridge,Vlingo,6/1/2006,,12/1/2006,9/16/2009,0.5014,3.2959,2.0685,3,26500000,4,0,0,1,0,0,mobile,1,0,1,1,0,0,2.0,1,acquired
MA,Maynard,Tizor Systems,1/1/2002,,9/12/2005,2/7/2006,3.6986,4.1041,,2,15000000,0,0,0,1,0,0,enterprise,0,0,0,1,0,0,5.0,1,acquired
MD,Frederick,Cerona Networks,1/1/2002,1/18/2012,4/21/2006,4/21/2006,4.3041,4.3041,,1,2600000,0,0,0,0,0,1,public_relations,0,0,1,0,0,0,1.0,0,closed
CA,Fremont,Oorja Protonics,1/1/2004,10/16/2012,5/25/2006,1/11/2010,2.3973,6.0329,,4,21470000,0,1,0,0,0,0,cleantech,0,0,1,1,0,0,3.5,1,closed
TX,Austin,Hurricane Party,5/1/2010,7/1/2012,5/1/2010,5/1/2010,0.0,0.0,0.274,1,20000,2,0,0,0,1,0,mobile,0,1,0,0,0,0,1.0,0,closed
CA,Sunnyvale,Minekey,1/1/2005,8/18/2012,12/1/2006,8/1/2007,1.9151,2.5808,2.0,2,3600000,3,1,0,0,0,0,web,0,1,1,0,0,0,1.0,0,closed
NY,New York,Blip,5/1/2005,,3/1/2006,7/30/2012,0.8329,7.2521,8.0055,7,27300000,4,0,1,0,0,0,games_video,0,1,1,1,1,1,2.0,1,acquired
CA,San Francisco,Fabkids,1/1/2012,,8/2/2012,8/2/2012,0.5863,0.5863,1.0493,1,2600000,1,1,0,0,0,0,ecommerce,0,0,1,0,0,0,2.0,0,acquired
CA,Palo Alto,CafeBots,1/1/2010,10/1/2010,10/21/2010,10/21/2010,0.8027,0.8027,0.0,1,5000000,2,1,0,0,0,0,web,0,0,1,0,0,0,1.0,1,closed
CA,San Diego,Avaak,1/1/2004,,10/3/2008,3/22/2010,4.7589,6.2247,3.6685,2,17000000,2,1,0,0,0,0,mobile,0,0,1,1,0,0,3.5,1,acquired
ME,West Newfield,Newfield Design,1/1/2008,6/1/2013,5/14/2012,5/14/2012,4.3699,4.3699,,1,662000,0,0,0,0,0,1,manufacturing,0,0,1,0,0,0,3.0,0,closed
NY,New York,Savored,1/1/2010,,1/1/2010,1/10/2011,0.0,1.0247,2.0055,2,3750000,2,0,1,0,0,0,hospitality,0,1,1,0,0,0,4.0,1,acquired
CA,San Francisco,Digg,10/11/2004,,10/1/2005,7/12/2011,0.9726,6.7534,5.2466,4,45000000,8,1,0,0,0,0,news,0,0,1,1,1,1,4.6667,1,acquired
NY,Long Island City,Songza,11/1/2007,,9/19/2011,9/10/2013,3.8849,5.863,2.8356,2,6700000,4,0,1,0,0,0,music,1,0,0,0,0,0,8.0,1,acquired
CA,Redwood City,Bigfoot Networks,1/1/2006,,3/6/2006,11/17/2009,0.1753,3.8795,2.0,3,20750000,2,1,0,0,0,0,hardware,1,0,1,1,0,0,2.3333,1,acquired
CA,San Francisco,Kongregate,1/1/2006,,3/1/2007,7/2/2013,1.1616,7.5041,,4,19000000,0,1,0,0,0,0,games_video,0,0,1,1,1,0,2.0,1,acquired
CA,San Francisco,Powerset,10/1/2006,,5/1/2006,6/1/2007,-0.4192,0.6658,,3,22500000,0,1,0,0,0,0,search,1,0,1,0,0,0,4.0,1,acquired
CA,San Francisco,Kiptronic,5/1/2005,,11/1/2005,6/5/2008,0.5041,3.0986,2.2384,3,7300000,3,1,0,0,0,0,advertising,0,1,1,1,0,0,2.0,1,acquired
WA,Seattle,Cozi Group,3/3/2005,1/31/2013,12/1/2005,12/27/2012,0.7479,7.8247,4.3151,7,26390819,3,0,0,0,0,1,web,1,0,1,1,0,0,1.3333,1,closed
WA,Bellevue,Likewise Software,11/1/2004,,4/30/2009,4/30/2009,4.4959,4.4959,,1,10000000,0,0,0,0,0,1,software,0,0,0,0,1,0,3.0,1,acquired
NY,NY,Lifestander,9/1/2010,6/1/2013,10/2/2010,10/2/2010,0.0849,0.0849,0.0,1,31000,1,0,1,0,0,0,web,0,1,0,0,0,0,2.0,0,closed
CA,Menlo Park,Jaxtr,10/1/2005,,7/1/2007,6/23/2008,1.7479,2.7288,1.7479,3,21500000,4,1,0,0,0,0,mobile,0,0,1,1,0,0,3.3333,1,acquired
CO,Englewood,MX Logic,1/1/2002,,11/7/2006,11/7/2006,4.8521,4.8521,6.5863,1,4000000,1,0,0,0,0,1,security,0,0,0,0,0,0,5.0,1,acquired
CA,Solana Beach,Metaplace,7/1/2006,,1/1/2007,3/15/2010,0.5041,3.7068,2.9863,3,9400000,4,1,0,0,0,0,games_video,1,0,1,1,0,0,4.0,1,acquired
NY,New York,TravelMuse,4/16/2007,,5/1/2007,6/1/2009,0.0411,2.1288,1.7562,3,5600000,4,0,1,0,0,0,web,0,0,1,1,0,0,2.0,1,acquired
CA,San Francisco,Jambool,8/1/2006,,8/1/2008,8/17/2009,2.0027,3.0466,3.5836,2,6000000,2,1,0,0,0,0,finance,0,0,1,1,0,0,2.5,1,acquired
GA,NW Atlanta,Zipcar,10/31/2000,,12/20/2002,12/15/2010,2.137,10.1288,10.4164,4,60704370,3,0,0,0,0,1,transportation,1,0,0,1,0,1,2.0,1,acquired
CA,San Francisco,Hitpost,4/1/2009,,1/1/2010,4/26/2012,0.7534,3.0712,3.9178,3,2000000,2,1,0,0,0,0,sports,0,1,0,0,0,0,3.6667,1,acquired
CA,San Francisco,Home-Account,11/1/2008,,4/16/2009,7/16/2009,0.4548,0.7041,0.5808,2,1000000,3,1,0,0,0,0,finance,1,0,1,0,0,0,5.5,1,acquired
PA,Bala Cynwyd,PayParade Pictures,10/17/2007,1/27/2012,12/1/2008,3/13/2009,1.126,1.4055,0.7918,2,200000,2,0,0,0,0,1,games_video,0,1,1,0,0,0,2.0,1,closed
CA,San Bruno,Planet Metrics,1/1/2007,2/7/2011,11/12/2008,11/12/2008,1.8658,1.8658,0.0,1,2300000,2,1,0,0,0,0,cleantech,0,0,1,0,0,0,2.0,1,closed
CA,San Francisco,kwiry,1/1/2006,4/23/2009,3/20/2008,3/20/2008,2.2164,2.2164,0.7479,1,1000000,4,1,0,0,0,0,mobile,0,0,1,0,0,0,1.0,1,closed
CA,San Francisco,imeem,11/1/2003,,9/1/2004,8/1/2009,0.8356,5.7534,4.9781,5,24750000,3,1,0,0,0,0,music,1,1,1,1,0,0,2.4,1,acquired
IL,Evanston,Amadesa,5/15/2005,7/1/2013,12/3/2007,10/5/2011,2.5534,6.3945,6.6356,2,12800000,1,0,0,0,0,1,software,0,0,1,1,0,0,2.0,1,closed
CA,Mountain View,Cast Iron Systems,1/1/2001,,3/28/2005,7/29/2007,4.2384,6.5753,7.0027,2,30500000,1,1,0,0,0,0,enterprise,0,0,0,0,0,1,4.5,1,acquired
CA,Carlsbad,Aptera,1/1/2003,12/1/2011,7/25/2008,7/13/2011,5.5671,8.5342,5.6055,3,36300000,2,1,0,0,0,0,automotive,1,0,0,0,1,0,1.5,1,closed
CA,San Francisco,RentJuice,1/1/2008,,3/4/2010,1/31/2011,2.1726,3.0849,3.0877,3,6693782,3,1,0,0,0,0,real_estate,1,0,0,0,0,0,1.6667,1,acquired
CA,San Diego,Verari Systems,1/1/1996,1/1/2010,6/5/2007,6/5/2007,11.4329,11.4329,,1,20000000,0,1,0,0,0,0,hardware,0,0,0,0,1,0,5.0,1,closed
CA,Cupertino,Parascale,1/1/2005,,6/23/2008,6/23/2008,3.4767,3.4767,3.6849,1,11370000,3,1,0,0,0,0,network_hosting,0,0,1,0,0,0,2.0,1,acquired
CA,West Hollywood,Geni,6/1/2006,,1/1/2007,1/19/2009,0.5863,2.6384,3.5425,3,16500000,4,1,0,0,0,0,web,0,0,1,1,1,0,1.3333,1,acquired
CA,San Franciso,Zentact,9/1/2008,1/1/2012,9/1/2008,9/1/2008,0.0,0.0,3.411,1,250000,1,1,0,0,0,0,network_hosting,0,1,0,0,0,0,3.0,0,closed
NY,New York,Outside.in,8/1/2006,,2/1/2007,12/8/2009,0.5041,3.3562,3.4219,5,14400000,5,0,1,0,0,0,web,0,1,1,1,0,0,5.8,1,acquired
NY,New York,Salesforce Buddy Media,9/1/2007,,9/1/2007,8/15/2011,0.0,3.9562,4.7616,5,90000000,3,0,1,0,0,0,enterprise,1,0,1,1,1,1,3.8,1,acquired
CA,San Francisco,Vizu Corporation,2/14/2005,,2/20/2006,4/9/2012,1.0164,7.1534,5.6959,4,13075000,2,1,0,0,0,0,advertising,0,0,1,1,0,0,4.0,1,acquired
CA,Mountain View,Zing Systems,6/1/2007,,12/1/2006,1/1/2007,-0.4986,-0.4137,-0.4986,2,26000000,4,1,0,0,0,0,games_video,0,0,1,0,1,0,2.5,1,acquired
MA,Burlington,DynamicOps,1/1/2008,,2/28/2011,9/9/2011,3.1616,3.6904,3.0027,2,16300000,2,0,0,1,0,0,enterprise,0,0,0,1,0,0,2.0,1,acquired
TX,Austin,Movero Technology,1/1/2003,6/1/2013,6/14/2007,3/23/2010,4.4521,7.2274,7.0055,2,5992316,1,0,0,0,1,0,enterprise,1,0,1,0,0,0,2.0,0,acquired
CA,San Diego,Elevation Pharmaceuticals,1/1/2007,,1/21/2010,1/4/2012,3.0575,5.011,,4,89400001,0,1,0,0,0,0,biotech,1,0,1,1,0,0,4.3333,1,acquired
CA,Palo Alto,Punch Entertainment,5/10/2005,4/16/2012,2/27/2006,2/27/2006,0.8027,0.8027,5.3151,1,1200000,1,1,0,0,0,0,software,0,0,1,0,0,0,1.0,0,closed
NY,New York,Stickybits,1/1/2009,8/1/2012,3/9/2010,5/19/2010,1.1836,1.3781,1.3288,2,1900000,2,0,1,0,0,0,web,0,1,1,0,0,0,2.5,1,closed
CA,San Francisco,Ecast,1/1/1999,2/12/2012,5/7/2008,5/26/2011,9.3534,12.4055,7.0055,3,30300000,2,1,0,0,0,0,games_video,1,0,0,0,0,1,4.5,1,closed
NY,New York,lifeIO,8/29/2006,3/3/2012,8/29/2008,8/29/2008,2.0027,2.0027,,1,500000,0,0,1,0,0,0,web,0,1,0,0,0,0,5.0,0,closed
CA,Santa Monica,EdgeCast Networks,8/1/2006,,8/1/2006,7/18/2013,0.0,6.9671,6.4247,5,74000000,2,1,0,0,0,0,network_hosting,0,1,1,1,1,1,1.75,1,acquired
TX,Richardson,Sirific Wireless,1/1/2000,,2/12/2007,2/12/2007,7.1205,7.1205,,1,18800000,0,0,0,0,1,0,semiconductor,0,0,0,0,1,0,7.0,1,acquired
MI,Zeeland,Revetto,1/1/2009,5/18/2009,5/1/2009,5/1/2009,0.3288,0.3288,-0.4192,1,20000,1,0,0,0,0,1,web,0,1,0,0,0,0,1.0,0,closed
VA,Herndon,ZoomSafer,1/1/2009,,3/1/2009,3/7/2011,0.1616,2.1781,1.5096,4,3350000,2,0,0,0,0,1,mobile,0,1,1,1,0,0,1.5,0,acquired
NJ,Paramus,AkaRx,1/1/2005,,1/7/2010,1/7/2010,5.0192,5.0192,,1,26100000,0,0,0,0,0,1,biotech,1,0,0,0,0,0,2.0,1,acquired
PA,Pittsburgh,Lama Lab,1/1/2009,6/1/2013,5/31/2010,7/8/2011,1.411,2.5151,,2,1213066,0,0,0,0,0,1,enterprise,1,0,0,0,0,0,1.0,1,closed
CA,Palo Alto,Buysight,1/1/2008,,11/4/2008,3/21/2012,0.8438,4.2219,0.7616,3,24030000,3,1,0,0,0,0,advertising,0,0,1,1,0,0,3.6667,1,acquired
CA,San Francisco,TripIt,10/1/2006,,4/1/2007,3/4/2010,0.4986,3.4247,1.9863,3,13100000,5,1,0,0,0,0,travel,0,1,0,1,1,0,1.6667,1,acquired
NY,New York,Pinch Media,4/1/2008,,5/1/2008,1/6/2010,0.0822,1.7671,0.3014,3,560001,5,0,1,0,0,0,software,1,1,0,0,0,0,3.5,1,acquired
MN,Minneapolis,Enstratius,1/1/2009,,11/7/2011,11/7/2011,2.8493,2.8493,2.9068,1,3500000,3,0,0,0,0,1,enterprise,0,0,1,0,0,0,2.0,1,acquired
MA,Boston,Jumptap,1/1/2005,,3/1/2005,7/2/2012,0.1616,7.5041,7.0521,7,121500000,3,0,0,1,0,0,mobile,1,0,1,1,1,1,4.5,1,acquired
CA,San Jose,WiChorus,1/1/2005,,12/22/2005,11/4/2008,0.9726,3.8438,2.0,4,42500000,1,1,0,0,0,0,mobile,1,0,1,1,1,0,2.5,1,acquired
NC,Durham,Hatteras Networks,1/1/2000,,6/8/2005,6/1/2006,5.4384,6.4192,6.0055,2,36000000,1,0,0,0,0,1,software,1,0,0,0,0,1,3.5,1,acquired
CA,San Francisco,Focus,8/1/2005,9/15/2012,3/6/2008,3/6/2008,2.5973,2.5973,2.9178,1,12170000,2,1,0,0,0,0,enterprise,0,0,0,0,1,0,3.0,1,closed
NY,New York,easy2comply (Dynasec),1/1/2002,,10/2/2007,10/2/2007,5.7534,5.7534,8.0055,1,1000000,2,0,1,0,0,0,software,0,0,1,0,0,0,3.0,1,acquired
CA,San Francisco,Socialize,7/1/2008,,11/1/2011,6/7/2012,3.337,3.937,-2.4986,3,1820000,4,1,0,0,0,0,mobile,0,1,0,0,0,0,1.0,0,acquired
WA,Kirkland,Clearwire,10/1/2003,,5/6/2008,2/27/2013,4.6,9.4164,5.2575,4,5700000000,2,0,0,0,0,1,mobile,0,0,0,0,0,0,4.25,1,acquired
TX,Addison,CREDANT Technologies,1/1/2001,,12/20/2007,12/20/2007,6.9699,6.9699,0.0849,1,5000000,2,0,0,0,1,0,security,0,0,0,0,1,0,5.0,1,acquired
NY,New York,Exclusively.in,1/1/2010,,11/3/2010,5/29/2011,0.8384,1.4055,1.6356,2,18800000,1,0,1,0,0,0,fashion,0,0,1,1,0,0,2.5,1,acquired
CA,Mountain View,Avidia,1/1/2003,,5/6/2005,5/9/2006,2.3452,3.3534,,2,72300000,0,1,0,0,0,0,advertising,0,0,0,1,1,0,4.5,1,acquired
CA,Irvine,PayDivvy,3/6/2009,,1/15/2009,4/27/2012,-0.1369999999999999,3.1452,-2.0932,3,1310000,4,1,0,0,0,0,social,0,1,0,0,0,0,1.0,0,acquired
MA,Woburn,Octavian,1/1/2003,2/1/2011,6/1/2005,10/10/2007,2.4164,4.7753,4.0027,2,15000000,1,0,0,1,0,0,software,0,0,1,1,0,0,2.5,1,closed
NY,New York,KickApps,3/1/2004,,6/1/2006,11/25/2008,2.2521,4.7397,5.3370000000000015,3,39007789,5,0,1,0,0,0,enterprise,0,0,1,1,1,0,3.0,1,acquired
MA,Burlington,Airwide Solutions,1/1/2004,,1/25/2006,1/25/2006,2.0685,2.0685,-1.9151,1,25000000,1,0,0,1,0,0,software,0,0,0,0,0,1,5.0,1,acquired
MA,Boston,Localocracy,1/1/2009,,5/1/2009,2/4/2011,0.3288,2.0932,1.3288,3,172500,2,0,0,1,0,0,web,0,1,0,0,0,0,1.0,0,acquired
NY,New York City,Pixable,3/12/2009,,11/10/2010,4/22/2011,1.6658,2.1123,2.3041,2,6100000,2,0,1,0,0,0,social,0,0,1,1,0,0,1.0,1,acquired
CA,Larkspur,mFoundry,1/1/2004,,3/21/2006,12/5/2011,2.2192,7.9315,1.6685,3,40300000,5,1,0,0,0,0,mobile,1,0,0,1,1,0,4.0,1,acquired
CA,Los Angeles,Bevvy,1/8/2011,1/1/2012,5/20/2011,5/20/2011,0.3616,0.3616,0.3753,1,100000,3,1,0,0,0,0,ecommerce,0,1,0,0,0,0,1.0,0,closed
WA,Seattle,Livemocha,9/1/2007,,1/1/2008,2/25/2013,0.3342,5.4904,2.7507,5,19389998,2,0,0,0,0,1,education,1,0,1,1,1,0,1.5,1,acquired
CA,San Bruno,IronPort Systems,1/1/2000,,6/25/2002,10/25/2004,2.4822,4.8192,5.5863,2,61500000,3,1,0,0,0,0,hardware,0,0,0,1,0,1,4.0,1,acquired
CA,San Francisco,Crowdcast,1/1/2007,,6/10/2010,6/10/2010,3.4411,3.4411,4.0027,1,6000000,2,1,0,0,0,0,software,0,0,1,0,0,0,2.0,1,acquired
MA,Boston,Where,1/1/2004,,12/31/2003,1/1/2009,-0.0027,5.0055,4.9507,4,19100000,6,0,0,1,0,0,mobile,0,0,1,1,1,0,2.5,1,acquired
NY,New York,Pictela,10/17/2008,,1/6/2009,11/6/2010,0.2219,2.0548,0.0411,4,3499997,3,0,1,0,0,0,advertising,1,0,1,0,0,0,1.5,1,acquired
CA,Redwood City,Grouply,3/1/2006,1/1/2012,6/1/2007,1/14/2008,1.2521,1.874,4.7178,3,2600000,2,1,0,0,0,0,network_hosting,0,1,1,0,0,0,3.6667,1,acquired
CA,San Francisco,Storify,12/11/2009,,7/1/2009,2/3/2011,-0.4466,1.1479,3.0603,3,2023000,2,1,0,0,0,0,web,0,1,1,0,0,0,1.3333,1,acquired
CA,Irvine,Axiom Microdevices,1/1/2002,,2/8/2007,2/8/2007,5.1068,5.1068,,1,25000000,0,1,0,0,0,0,semiconductor,1,0,0,0,0,0,4.0,1,acquired
CA,Santa Monica,ShoeDazzle,3/1/2009,,11/19/2009,10/3/2012,0.7205,3.5945,2.8384,4,66000000,4,1,0,0,0,0,fashion,1,0,1,1,1,0,2.3333,1,acquired
NY,New York,LiftDNA,9/1/2009,,2/1/2011,2/11/2011,1.4192,1.4466,1.663,2,1000000,1,0,1,0,0,0,advertising,0,1,0,0,0,0,3.5,0,acquired
CA,Palo Alto,Onavo,1/1/2010,,5/1/2011,1/24/2012,1.3288,2.063,3.2493,2,13000000,2,1,0,0,0,0,mobile,0,0,1,1,0,0,3.0,1,acquired
MA,Waltham,Pyxis Mobile,1/1/1998,8/1/2012,9/9/2005,1/10/2012,7.6932,14.0329,12.5041,3,24150000,2,0,0,1,0,0,software,1,0,1,1,0,0,2.3333,1,closed
CA,Santa Clara,Link_A_Media Devices,1/1/2004,1/1/2013,11/2/2009,3/20/2012,5.8411,8.2219,,3,47218498,0,1,0,0,0,0,semiconductor,1,0,0,0,1,1,3.3333,1,closed
MA,Waltham,Guardium,1/1/2002,,8/12/2005,5/17/2006,3.6137,4.3753,0.0,2,11800000,2,0,0,1,0,0,search,0,0,0,0,1,1,4.5,1,acquired
NV,Henderson,Trooval,9/1/2008,2/1/2011,4/7/2010,11/5/2010,1.5973,2.1781,0.0822,2,2387481,1,0,0,0,0,1,analytics,1,0,0,0,0,0,1.0,1,closed
MA,Boston,Compete,1/1/2000,,11/1/2000,8/1/2007,0.8356,7.5863,11.589,4,33000000,5,0,0,1,0,0,consulting,1,0,1,1,1,0,2.5,1,acquired
VA,McLean,Rollstream,1/1/2005,,9/3/2007,11/18/2008,2.6712,3.8822,4.0027,2,7500000,3,0,0,0,0,1,software,0,0,1,1,0,0,1.5,1,acquired
CA,San Jose,NeoGuide Systems,1/1/2000,,9/29/2006,9/29/2006,6.7479,6.7479,4.0027,1,25000000,1,1,0,0,0,0,biotech,0,0,0,0,1,0,1.0,1,acquired
CA,Santa Clara,Accept Software,1/1/2002,,9/16/2005,12/14/2010,3.7096,8.9562,4.0027,4,25305000,1,1,0,0,0,0,software,1,0,1,1,1,0,2.0,1,acquired
CA,Palo Alto,Milo,1/1/2008,,11/1/2008,11/24/2009,0.8356,1.8986,2.3014,2,4950000,3,1,0,0,0,0,web,0,1,1,0,0,0,12.5,1,acquired
CA,Santa Clara,Mimosa Systems,8/29/2003,,12/5/2005,1/12/2010,2.2712,6.3781,,6,53816776,0,1,0,0,0,0,software,1,0,0,1,1,1,5.0,1,acquired
NY,New York,Surphace,6/1/2005,,4/1/2005,5/1/2006,-0.1671,0.9151,2.674,2,3500000,4,0,1,0,0,0,web,0,0,1,1,0,0,5.5,1,acquired
CA,Mountain View,Cloudmeter,4/1/2007,,4/27/2012,4/27/2012,5.0767,5.0767,4.7562,1,5000000,2,1,0,0,0,0,enterprise,0,0,1,0,0,0,1.0,0,acquired
CA,Burlingame,Zecter,6/1/2007,,6/1/2007,12/14/2009,0.0,2.5397,3.7699,3,2515000,3,1,0,0,0,0,network_hosting,1,1,1,0,0,0,1.6667,1,acquired
MA,Lowell,Dimdim,1/1/2006,,2/1/2007,7/1/2008,1.0849,2.4986,2.5205,2,8400000,3,0,0,1,0,0,web,0,0,1,1,0,0,2.0,1,acquired
CA,Santa Monica,TeleFlip,1/1/2004,1/1/2008,8/1/2006,1/1/2008,2.5836,4.0027,2.0301,2,4900000,3,1,0,0,0,0,mobile,0,0,1,1,0,0,1.0,1,closed
WA,Bellevue,MessageGate,1/1/2001,7/16/2012,4/18/2005,4/18/2005,4.2959,4.2959,5.0027,1,5000000,1,0,0,0,0,1,software,1,0,0,0,0,0,5.0,1,closed
NY,Woodbury,Cloverleaf Communications,1/1/2001,,6/28/2005,6/28/2005,4.4904,4.4904,,1,11000000,0,0,1,0,0,0,public_relations,0,0,0,0,1,0,3.0,1,acquired
CA,Santa Clara,SkyPilot Networks,1/1/2000,,1/1/2001,4/1/2008,1.0027,8.2548,,4,68400000,0,1,0,0,0,0,mobile,1,0,1,0,1,1,4.0,1,acquired
CA,San Francisco,Zencoder,1/1/2007,,2/1/2010,4/12/2011,3.0877,4.2795,3.6356,2,2000000,2,1,0,0,0,0,software,0,1,1,0,0,0,8.5,1,acquired
NY,New York,Storm Exchange,4/1/2006,3/12/2009,12/1/2006,3/4/2008,0.6685,1.926,0.0,2,10800000,1,0,1,0,0,0,enterprise,1,0,1,0,0,0,2.0,1,closed
NY,New York,The Huffington Post,5/9/2005,,5/1/2005,8/1/2010,-0.0219,5.2329,5.7616,5,37000000,3,0,1,0,0,0,news,1,0,1,1,1,0,2.5,1,acquired
CA,Mountain View,Exaprotect,1/1/2004,,7/10/2006,7/10/2006,2.5233,2.5233,4.0027,1,7660000,3,1,0,0,0,0,security,0,0,1,0,0,0,6.0,1,acquired
MA,Littleton,Akorri Networks,1/1/2005,,5/5/2005,3/23/2010,0.3397,5.2247,3.0,4,48730000,3,0,0,1,0,0,software,1,0,1,1,1,0,3.0,1,acquired
CA,Los Angeles,Giiv,1/1/2009,8/1/2012,1/1/2009,6/1/2010,0.0,1.4137,1.4137,2,3350000,1,1,0,0,0,0,messaging,0,1,1,0,0,0,2.5,1,closed
CA,Glendale,MyShape,9/1/2003,4/1/2013,7/17/2007,11/10/2010,3.8767,7.1973,2.6658,4,28000000,2,1,0,0,0,0,ecommerce,1,0,0,1,1,0,3.0,1,closed
TX,Austin,BlackLocus,1/1/2010,,7/1/2011,7/1/2011,1.4959,1.4959,2.0849,1,2500000,1,0,0,0,1,0,analytics,0,0,1,0,0,0,2.0,1,acquired
IL,Chicago,FeedBurner,2/1/2004,,6/1/2004,4/1/2005,0.3315,1.1644,2.0795,2,8000000,4,0,0,0,0,1,web,0,0,1,1,0,0,4.0,1,acquired
NY,New York,DailyBurn,10/1/2007,,5/1/2008,5/26/2009,0.5836,1.6521,0.6329,2,540000,2,0,1,0,0,0,web,0,1,0,0,0,0,2.5,1,acquired
CA,San Francisco,CastTV,1/1/2006,,1/1/2006,4/1/2007,0.0,1.2466,1.0,2,3100000,4,1,0,0,0,0,games_video,0,1,1,0,0,0,2.0,1,acquired
NY,New York,Venmo,4/4/2009,,5/7/2010,8/1/2011,1.0904,2.326,2.8301,2,1200000,2,0,1,0,0,0,mobile,0,1,1,0,0,0,6.0,1,acquired
NY,New York,WeShow,6/1/2007,12/2/2008,6/1/2007,6/1/2007,0.0,0.0,0.1096,1,5000000,1,0,1,0,0,0,games_video,0,0,1,0,0,0,2.0,0,closed
CA,San Francisco,SenSage,8/18/2004,,4/18/2005,1/1/2012,0.6658,7.3753,2.3726,6,37079000,1,1,0,0,0,0,security,1,0,0,0,1,1,3.8,1,acquired
MA,Billerica,Luminus Devices,1/1/2002,,5/1/2006,3/1/2013,4.3315,11.1699,8.7041,4,135826373,2,0,0,1,0,0,other,0,0,0,1,0,1,4.3333,1,acquired
CA,San Diego,Tapioca Mobile,1/1/2008,7/9/2012,9/1/2007,3/25/2008,-0.3342,0.2301,,2,5000000,0,1,0,0,0,0,mobile,1,1,0,0,0,0,1.0,1,closed
NY,New York,BestVendor,1/1/2011,,3/18/2011,2/1/2012,0.2082,1.0849,0.1616,4,4200000,3,0,1,0,0,0,software,0,1,1,0,0,0,3.0,1,acquired
WA,Seattle,Local Marketers,1/1/2005,2/3/2011,7/31/2008,7/31/2008,3.5808,3.5808,-1.0027,1,4100000,3,0,0,0,0,1,web,1,0,0,0,0,0,1.0,1,closed
CA,Los Gatos,Eyeona,1/1/2011,11/1/2012,10/10/2011,10/10/2011,0.7726,0.7726,0.3123,1,2000000,2,1,0,0,0,0,web,0,0,0,0,0,0,1.0,0,closed
CO,Broomfield,ColdSpark,1/1/2001,,1/1/2006,1/1/2006,5.0027,5.0027,5.4986,1,6500000,1,0,0,0,0,1,software,1,0,0,0,0,0,1.0,1,acquired
CA,Foster City,Etology,6/1/2005,12/25/2011,11/13/2006,11/13/2006,1.4521,1.4521,,1,4000000,0,1,0,0,0,0,web,0,0,1,0,0,0,3.0,0,closed
